# TEM     PRE          CP           Z
 2239.59  9.09559e+09  3.31052e+08  1.55807
 2239.49  9.09388e+09  3.31049e+08  1.558
 2239.39  9.09218e+09  3.31047e+08  1.55794
 2239.29  9.09048e+09  3.31044e+08  1.55788
 2239.19  9.08877e+09  3.31042e+08  1.55781
 2239.09  9.08707e+09  3.3104e+08  1.55775
 2238.99  9.08537e+09  3.31037e+08  1.55769
 2238.89  9.08366e+09  3.31035e+08  1.55763
 2238.79  9.08196e+09  3.31032e+08  1.55756
 2238.7  9.08026e+09  3.3103e+08  1.5575
 2238.6  9.07855e+09  3.31027e+08  1.55744
 2238.5  9.07685e+09  3.31025e+08  1.55738
 2238.4  9.07515e+09  3.31022e+08  1.55731
 2238.3  9.07345e+09  3.3102e+08  1.55725
 2238.2  9.07175e+09  3.31018e+08  1.55719
 2238.1  9.07004e+09  3.31015e+08  1.55712
 2238  9.06834e+09  3.31013e+08  1.55706
 2237.9  9.06664e+09  3.3101e+08  1.557
 2237.8  9.06494e+09  3.31008e+08  1.55694
 2237.7  9.06324e+09  3.31005e+08  1.55687
 2237.6  9.06154e+09  3.31003e+08  1.55681
 2237.5  9.05984e+09  3.31e+08  1.55675
 2237.41  9.05814e+09  3.30998e+08  1.55668
 2237.31  9.05644e+09  3.30995e+08  1.55662
 2237.21  9.05474e+09  3.30993e+08  1.55656
 2237.11  9.05304e+09  3.3099e+08  1.55649
 2237.01  9.05134e+09  3.30988e+08  1.55643
 2236.91  9.04964e+09  3.30986e+08  1.55637
 2236.81  9.04794e+09  3.30983e+08  1.5563
 2236.71  9.04624e+09  3.30981e+08  1.55624
 2236.61  9.04454e+09  3.30978e+08  1.55618
 2236.51  9.04284e+09  3.30976e+08  1.55611
 2236.41  9.04114e+09  3.30973e+08  1.55605
 2236.31  9.03945e+09  3.30971e+08  1.55599
 2236.21  9.03775e+09  3.30968e+08  1.55592
 2236.12  9.03605e+09  3.30966e+08  1.55586
 2236.02  9.03435e+09  3.30963e+08  1.5558
 2235.92  9.03265e+09  3.30961e+08  1.55574
 2235.82  9.03096e+09  3.30958e+08  1.55567
 2235.72  9.02926e+09  3.30956e+08  1.55561
 2235.62  9.02756e+09  3.30953e+08  1.55555
 2235.52  9.02586e+09  3.30951e+08  1.55548
 2235.42  9.02417e+09  3.30948e+08  1.55542
 2235.32  9.02247e+09  3.30946e+08  1.55536
 2235.22  9.02077e+09  3.30943e+08  1.55529
 2235.12  9.01908e+09  3.30941e+08  1.55523
 2235.02  9.01738e+09  3.30938e+08  1.55517
 2234.92  9.01569e+09  3.30936e+08  1.5551
 2234.82  9.01399e+09  3.30933e+08  1.55504
 2234.72  9.01229e+09  3.30931e+08  1.55498
 2234.62  9.0106e+09  3.30928e+08  1.55491
 2234.53  9.0089e+09  3.30926e+08  1.55485
 2234.43  9.00721e+09  3.30923e+08  1.55479
 2234.33  9.00551e+09  3.30921e+08  1.55473
 2234.23  9.00382e+09  3.30918e+08  1.55466
 2234.13  9.00212e+09  3.30916e+08  1.5546
 2234.03  9.00043e+09  3.30913e+08  1.55454
 2233.93  8.99874e+09  3.30911e+08  1.55447
 2233.83  8.99704e+09  3.30908e+08  1.55441
 2233.73  8.99535e+09  3.30906e+08  1.55435
 2233.63  8.99365e+09  3.30904e+08  1.55428
 2233.53  8.99196e+09  3.30901e+08  1.55422
 2233.43  8.99027e+09  3.30899e+08  1.55416
 2233.33  8.98857e+09  3.30896e+08  1.5541
 2233.23  8.98688e+09  3.30894e+08  1.55403
 2233.13  8.98519e+09  3.30891e+08  1.55397
 2233.03  8.9835e+09  3.30889e+08  1.55391
 2232.93  8.9818e+09  3.30886e+08  1.55384
 2232.84  8.98011e+09  3.30884e+08  1.55378
 2232.74  8.97842e+09  3.30881e+08  1.55372
 2232.64  8.97673e+09  3.30879e+08  1.55365
 2232.54  8.97503e+09  3.30876e+08  1.55359
 2232.44  8.97334e+09  3.30874e+08  1.55353
 2232.34  8.97165e+09  3.30871e+08  1.55347
 2232.24  8.96996e+09  3.30869e+08  1.5534
 2232.14  8.96827e+09  3.30866e+08  1.55334
 2232.04  8.96658e+09  3.30864e+08  1.55328
 2231.94  8.96489e+09  3.30861e+08  1.55321
 2231.84  8.9632e+09  3.30859e+08  1.55315
 2231.74  8.96151e+09  3.30857e+08  1.55309
 2231.64  8.95982e+09  3.30854e+08  1.55303
 2231.54  8.95813e+09  3.30852e+08  1.55296
 2231.44  8.95644e+09  3.30849e+08  1.5529
 2231.34  8.95475e+09  3.30847e+08  1.55284
 2231.24  8.95306e+09  3.30844e+08  1.55277
 2231.14  8.95137e+09  3.30842e+08  1.55271
 2231.04  8.94968e+09  3.30839e+08  1.55265
 2230.94  8.94799e+09  3.30837e+08  1.55259
 2230.84  8.9463e+09  3.30834e+08  1.55252
 2230.75  8.94461e+09  3.30832e+08  1.55246
 2230.65  8.94292e+09  3.30829e+08  1.5524
 2230.55  8.94124e+09  3.30827e+08  1.55233
 2230.45  8.93955e+09  3.30824e+08  1.55227
 2230.35  8.93786e+09  3.30822e+08  1.55221
 2230.25  8.93617e+09  3.30819e+08  1.55215
 2230.15  8.93448e+09  3.30817e+08  1.55208
 2230.05  8.9328e+09  3.30815e+08  1.55202
 2229.95  8.93111e+09  3.30812e+08  1.55196
 2229.85  8.92942e+09  3.3081e+08  1.55189
 2229.75  8.92774e+09  3.30807e+08  1.55183
 2229.65  8.92605e+09  3.30805e+08  1.55177
 2229.55  8.92436e+09  3.30802e+08  1.55171
 2229.45  8.92268e+09  3.308e+08  1.55164
 2229.35  8.92099e+09  3.30797e+08  1.55158
 2229.25  8.9193e+09  3.30795e+08  1.55152
 2229.15  8.91762e+09  3.30792e+08  1.55146
 2229.05  8.91593e+09  3.3079e+08  1.55139
 2228.95  8.91425e+09  3.30787e+08  1.55133
 2228.85  8.91256e+09  3.30785e+08  1.55127
 2228.75  8.91088e+09  3.30783e+08  1.5512
 2228.65  8.90919e+09  3.3078e+08  1.55114
 2228.55  8.90751e+09  3.30778e+08  1.55108
 2228.45  8.90582e+09  3.30775e+08  1.55102
 2228.35  8.90414e+09  3.30773e+08  1.55095
 2228.25  8.90245e+09  3.3077e+08  1.55089
 2228.15  8.90077e+09  3.30768e+08  1.55083
 2228.05  8.89908e+09  3.30765e+08  1.55076
 2227.95  8.8974e+09  3.30763e+08  1.5507
 2227.85  8.89572e+09  3.3076e+08  1.55064
 2227.76  8.89403e+09  3.30758e+08  1.55057
 2227.66  8.89235e+09  3.30755e+08  1.55051
 2227.56  8.89067e+09  3.30753e+08  1.55045
 2227.46  8.88899e+09  3.3075e+08  1.55038
 2227.36  8.8873e+09  3.30747e+08  1.55032
 2227.26  8.88562e+09  3.30745e+08  1.55026
 2227.16  8.88394e+09  3.30742e+08  1.55019
 2227.06  8.88226e+09  3.3074e+08  1.55013
 2226.96  8.88057e+09  3.30737e+08  1.55007
 2226.86  8.87889e+09  3.30735e+08  1.55001
 2226.76  8.87721e+09  3.30732e+08  1.54994
 2226.66  8.87553e+09  3.3073e+08  1.54988
 2226.56  8.87385e+09  3.30727e+08  1.54982
 2226.46  8.87217e+09  3.30725e+08  1.54975
 2226.36  8.87049e+09  3.30722e+08  1.54969
 2226.26  8.8688e+09  3.3072e+08  1.54963
 2226.16  8.86712e+09  3.30717e+08  1.54956
 2226.06  8.86544e+09  3.30715e+08  1.5495
 2225.96  8.86376e+09  3.30712e+08  1.54944
 2225.86  8.86208e+09  3.3071e+08  1.54937
 2225.76  8.8604e+09  3.30707e+08  1.54931
 2225.66  8.85872e+09  3.30705e+08  1.54925
 2225.56  8.85704e+09  3.30702e+08  1.54919
 2225.46  8.85536e+09  3.307e+08  1.54912
 2225.36  8.85369e+09  3.30697e+08  1.54906
 2225.26  8.85201e+09  3.30695e+08  1.549
 2225.16  8.85033e+09  3.30692e+08  1.54893
 2225.06  8.84865e+09  3.3069e+08  1.54887
 2224.96  8.84697e+09  3.30687e+08  1.54881
 2224.86  8.84529e+09  3.30685e+08  1.54874
 2224.76  8.84361e+09  3.30682e+08  1.54868
 2224.66  8.84194e+09  3.3068e+08  1.54862
 2224.56  8.84026e+09  3.30677e+08  1.54856
 2224.46  8.83858e+09  3.30675e+08  1.54849
 2224.36  8.8369e+09  3.30672e+08  1.54843
 2224.26  8.83523e+09  3.3067e+08  1.54837
 2224.16  8.83355e+09  3.30667e+08  1.5483
 2224.06  8.83187e+09  3.30665e+08  1.54824
 2223.96  8.83019e+09  3.30662e+08  1.54818
 2223.86  8.82852e+09  3.3066e+08  1.54811
 2223.76  8.82684e+09  3.30657e+08  1.54805
 2223.66  8.82517e+09  3.30655e+08  1.54799
 2223.56  8.82349e+09  3.30652e+08  1.54793
 2223.46  8.82181e+09  3.3065e+08  1.54786
 2223.36  8.82014e+09  3.30647e+08  1.5478
 2223.26  8.81846e+09  3.30645e+08  1.54774
 2223.16  8.81679e+09  3.30642e+08  1.54767
 2223.06  8.81511e+09  3.3064e+08  1.54761
 2222.96  8.81344e+09  3.30637e+08  1.54755
 2222.86  8.81176e+09  3.30635e+08  1.54749
 2222.76  8.81009e+09  3.30632e+08  1.54742
 2222.66  8.80841e+09  3.3063e+08  1.54736
 2222.56  8.80674e+09  3.30627e+08  1.5473
 2222.46  8.80506e+09  3.30625e+08  1.54723
 2222.36  8.80339e+09  3.30622e+08  1.54717
 2222.26  8.80172e+09  3.3062e+08  1.54711
 2222.16  8.80004e+09  3.30617e+08  1.54705
 2222.06  8.79837e+09  3.30615e+08  1.54698
 2221.96  8.7967e+09  3.30612e+08  1.54692
 2221.86  8.79502e+09  3.3061e+08  1.54686
 2221.76  8.79335e+09  3.30607e+08  1.5468
 2221.66  8.79168e+09  3.30605e+08  1.54673
 2221.56  8.79e+09  3.30602e+08  1.54667
 2221.46  8.78833e+09  3.306e+08  1.54661
 2221.36  8.78666e+09  3.30597e+08  1.54654
 2221.26  8.78499e+09  3.30595e+08  1.54648
 2221.16  8.78332e+09  3.30592e+08  1.54642
 2221.06  8.78164e+09  3.3059e+08  1.54636
 2220.96  8.77997e+09  3.30587e+08  1.54629
 2220.86  8.7783e+09  3.30585e+08  1.54623
 2220.76  8.77663e+09  3.30582e+08  1.54617
 2220.66  8.77496e+09  3.3058e+08  1.54611
 2220.56  8.77329e+09  3.30577e+08  1.54604
 2220.46  8.77162e+09  3.30575e+08  1.54598
 2220.36  8.76995e+09  3.30572e+08  1.54592
 2220.26  8.76828e+09  3.3057e+08  1.54585
 2220.16  8.76661e+09  3.30567e+08  1.54579
 2220.06  8.76494e+09  3.30565e+08  1.54573
 2219.96  8.76327e+09  3.30562e+08  1.54567
 2219.86  8.7616e+09  3.3056e+08  1.5456
 2219.76  8.75993e+09  3.30558e+08  1.54554
 2219.66  8.75826e+09  3.30555e+08  1.54548
 2219.56  8.75659e+09  3.30553e+08  1.54542
 2219.46  8.75492e+09  3.3055e+08  1.54535
 2219.36  8.75325e+09  3.30548e+08  1.54529
 2219.26  8.75158e+09  3.30545e+08  1.54523
 2219.16  8.74992e+09  3.30543e+08  1.54517
 2219.06  8.74825e+09  3.3054e+08  1.5451
 2218.96  8.74658e+09  3.30538e+08  1.54504
 2218.86  8.74491e+09  3.30535e+08  1.54498
 2218.76  8.74324e+09  3.30532e+08  1.54491
 2218.66  8.74158e+09  3.3053e+08  1.54485
 2218.56  8.73991e+09  3.30527e+08  1.54479
 2218.46  8.73824e+09  3.30525e+08  1.54472
 2218.36  8.73658e+09  3.30522e+08  1.54466
 2218.26  8.73491e+09  3.3052e+08  1.5446
 2218.15  8.73324e+09  3.30517e+08  1.54453
 2218.05  8.73158e+09  3.30515e+08  1.54447
 2217.95  8.72991e+09  3.30512e+08  1.54441
 2217.85  8.72824e+09  3.3051e+08  1.54434
 2217.75  8.72658e+09  3.30507e+08  1.54428
 2217.65  8.72491e+09  3.30504e+08  1.54422
 2217.55  8.72325e+09  3.30502e+08  1.54416
 2217.45  8.72158e+09  3.30499e+08  1.54409
 2217.35  8.71992e+09  3.30497e+08  1.54403
 2217.25  8.71825e+09  3.30494e+08  1.54397
 2217.15  8.71659e+09  3.30492e+08  1.5439
 2217.05  8.71492e+09  3.30489e+08  1.54384
 2216.95  8.71326e+09  3.30487e+08  1.54378
 2216.85  8.71159e+09  3.30484e+08  1.54371
 2216.75  8.70993e+09  3.30482e+08  1.54365
 2216.65  8.70826e+09  3.30479e+08  1.54359
 2216.55  8.7066e+09  3.30477e+08  1.54353
 2216.45  8.70494e+09  3.30474e+08  1.54346
 2216.35  8.70327e+09  3.30472e+08  1.5434
 2216.25  8.70161e+09  3.30469e+08  1.54334
 2216.15  8.69995e+09  3.30466e+08  1.54327
 2216.05  8.69828e+09  3.30464e+08  1.54321
 2215.95  8.69662e+09  3.30461e+08  1.54315
 2215.85  8.69496e+09  3.30459e+08  1.54308
 2215.75  8.6933e+09  3.30456e+08  1.54302
 2215.65  8.69163e+09  3.30454e+08  1.54296
 2215.55  8.68997e+09  3.30451e+08  1.5429
 2215.45  8.68831e+09  3.30449e+08  1.54283
 2215.35  8.68665e+09  3.30446e+08  1.54277
 2215.25  8.68499e+09  3.30444e+08  1.54271
 2215.14  8.68332e+09  3.30441e+08  1.54264
 2215.04  8.68166e+09  3.30439e+08  1.54258
 2214.94  8.68e+09  3.30436e+08  1.54252
 2214.84  8.67834e+09  3.30434e+08  1.54246
 2214.74  8.67668e+09  3.30431e+08  1.54239
 2214.64  8.67502e+09  3.30428e+08  1.54233
 2214.54  8.67336e+09  3.30426e+08  1.54227
 2214.44  8.6717e+09  3.30423e+08  1.5422
 2214.34  8.67004e+09  3.30421e+08  1.54214
 2214.24  8.66838e+09  3.30418e+08  1.54208
 2214.14  8.66672e+09  3.30416e+08  1.54202
 2214.04  8.66506e+09  3.30413e+08  1.54195
 2213.94  8.6634e+09  3.30411e+08  1.54189
 2213.84  8.66174e+09  3.30408e+08  1.54183
 2213.74  8.66008e+09  3.30406e+08  1.54176
 2213.64  8.65843e+09  3.30403e+08  1.5417
 2213.54  8.65677e+09  3.30401e+08  1.54164
 2213.44  8.65511e+09  3.30398e+08  1.54158
 2213.34  8.65345e+09  3.30396e+08  1.54151
 2213.24  8.65179e+09  3.30393e+08  1.54145
 2213.14  8.65013e+09  3.30391e+08  1.54139
 2213.03  8.64848e+09  3.30388e+08  1.54132
 2212.93  8.64682e+09  3.30386e+08  1.54126
 2212.83  8.64516e+09  3.30383e+08  1.5412
 2212.73  8.6435e+09  3.30381e+08  1.54114
 2212.63  8.64185e+09  3.30378e+08  1.54107
 2212.53  8.64019e+09  3.30375e+08  1.54101
 2212.43  8.63853e+09  3.30373e+08  1.54095
 2212.33  8.63688e+09  3.3037e+08  1.54089
 2212.23  8.63522e+09  3.30368e+08  1.54082
 2212.13  8.63356e+09  3.30365e+08  1.54076
 2212.03  8.63191e+09  3.30363e+08  1.5407
 2211.93  8.63025e+09  3.3036e+08  1.54063
 2211.83  8.6286e+09  3.30358e+08  1.54057
 2211.73  8.62694e+09  3.30355e+08  1.54051
 2211.63  8.62529e+09  3.30353e+08  1.54045
 2211.53  8.62363e+09  3.3035e+08  1.54038
 2211.43  8.62198e+09  3.30348e+08  1.54032
 2211.33  8.62032e+09  3.30345e+08  1.54026
 2211.22  8.61867e+09  3.30343e+08  1.5402
 2211.12  8.61701e+09  3.3034e+08  1.54013
 2211.02  8.61536e+09  3.30338e+08  1.54007
 2210.92  8.6137e+09  3.30335e+08  1.54001
 2210.82  8.61205e+09  3.30333e+08  1.53995
 2210.72  8.6104e+09  3.3033e+08  1.53988
 2210.62  8.60874e+09  3.30328e+08  1.53982
 2210.52  8.60709e+09  3.30325e+08  1.53976
 2210.42  8.60544e+09  3.30323e+08  1.5397
 2210.32  8.60378e+09  3.3032e+08  1.53963
 2210.22  8.60213e+09  3.30318e+08  1.53957
 2210.12  8.60048e+09  3.30315e+08  1.53951
 2210.02  8.59883e+09  3.30313e+08  1.53944
 2209.92  8.59717e+09  3.3031e+08  1.53938
 2209.82  8.59552e+09  3.30308e+08  1.53932
 2209.71  8.59387e+09  3.30305e+08  1.53926
 2209.61  8.59222e+09  3.30303e+08  1.53919
 2209.51  8.59057e+09  3.303e+08  1.53913
 2209.41  8.58892e+09  3.30297e+08  1.53907
 2209.31  8.58726e+09  3.30295e+08  1.539
 2209.21  8.58561e+09  3.30292e+08  1.53894
 2209.11  8.58396e+09  3.3029e+08  1.53888
 2209.01  8.58231e+09  3.30287e+08  1.53882
 2208.91  8.58066e+09  3.30285e+08  1.53875
 2208.81  8.57901e+09  3.30282e+08  1.53869
 2208.71  8.57736e+09  3.30279e+08  1.53863
 2208.61  8.57571e+09  3.30277e+08  1.53856
 2208.51  8.57406e+09  3.30274e+08  1.5385
 2208.4  8.57241e+09  3.30272e+08  1.53844
 2208.3  8.57076e+09  3.30269e+08  1.53837
 2208.2  8.56911e+09  3.30267e+08  1.53831
 2208.1  8.56746e+09  3.30264e+08  1.53825
 2208  8.56581e+09  3.30261e+08  1.53819
 2207.9  8.56417e+09  3.30259e+08  1.53812
 2207.8  8.56252e+09  3.30256e+08  1.53806
 2207.7  8.56087e+09  3.30254e+08  1.538
 2207.6  8.55922e+09  3.30251e+08  1.53793
 2207.5  8.55757e+09  3.30249e+08  1.53787
 2207.4  8.55592e+09  3.30246e+08  1.53781
 2207.3  8.55428e+09  3.30244e+08  1.53774
 2207.2  8.55263e+09  3.30241e+08  1.53768
 2207.09  8.55098e+09  3.30238e+08  1.53762
 2206.99  8.54933e+09  3.30236e+08  1.53756
 2206.89  8.54769e+09  3.30233e+08  1.53749
 2206.79  8.54604e+09  3.30231e+08  1.53743
 2206.69  8.54439e+09  3.30228e+08  1.53737
 2206.59  8.54275e+09  3.30226e+08  1.5373
 2206.49  8.5411e+09  3.30223e+08  1.53724
 2206.39  8.53945e+09  3.3022e+08  1.53718
 2206.29  8.53781e+09  3.30218e+08  1.53712
 2206.19  8.53616e+09  3.30215e+08  1.53705
 2206.09  8.53452e+09  3.30213e+08  1.53699
 2205.98  8.53287e+09  3.3021e+08  1.53693
 2205.88  8.53123e+09  3.30208e+08  1.53686
 2205.78  8.52958e+09  3.30205e+08  1.5368
 2205.68  8.52794e+09  3.30203e+08  1.53674
 2205.58  8.52629e+09  3.302e+08  1.53668
 2205.48  8.52465e+09  3.30197e+08  1.53661
 2205.38  8.523e+09  3.30195e+08  1.53655
 2205.28  8.52136e+09  3.30192e+08  1.53649
 2205.18  8.51971e+09  3.3019e+08  1.53642
 2205.08  8.51807e+09  3.30187e+08  1.53636
 2204.98  8.51643e+09  3.30185e+08  1.5363
 2204.87  8.51478e+09  3.30182e+08  1.53624
 2204.77  8.51314e+09  3.3018e+08  1.53617
 2204.67  8.5115e+09  3.30177e+08  1.53611
 2204.57  8.50985e+09  3.30174e+08  1.53605
 2204.47  8.50821e+09  3.30172e+08  1.53598
 2204.37  8.50657e+09  3.30169e+08  1.53592
 2204.27  8.50493e+09  3.30167e+08  1.53586
 2204.17  8.50328e+09  3.30164e+08  1.5358
 2204.07  8.50164e+09  3.30162e+08  1.53573
 2203.97  8.5e+09  3.30159e+08  1.53567
 2203.86  8.49836e+09  3.30157e+08  1.53561
 2203.76  8.49672e+09  3.30154e+08  1.53555
 2203.66  8.49507e+09  3.30152e+08  1.53548
 2203.56  8.49343e+09  3.30149e+08  1.53542
 2203.46  8.49179e+09  3.30146e+08  1.53536
 2203.36  8.49015e+09  3.30144e+08  1.5353
 2203.26  8.48851e+09  3.30141e+08  1.53523
 2203.16  8.48687e+09  3.30139e+08  1.53517
 2203.06  8.48523e+09  3.30136e+08  1.53511
 2202.95  8.48359e+09  3.30134e+08  1.53504
 2202.85  8.48195e+09  3.30131e+08  1.53498
 2202.75  8.48031e+09  3.30129e+08  1.53492
 2202.65  8.47867e+09  3.30126e+08  1.53486
 2202.55  8.47703e+09  3.30124e+08  1.53479
 2202.45  8.47539e+09  3.30121e+08  1.53473
 2202.35  8.47375e+09  3.30118e+08  1.53467
 2202.25  8.47211e+09  3.30116e+08  1.53461
 2202.15  8.47047e+09  3.30113e+08  1.53454
 2202.05  8.46884e+09  3.30111e+08  1.53448
 2201.94  8.4672e+09  3.30108e+08  1.53442
 2201.84  8.46556e+09  3.30106e+08  1.53436
 2201.74  8.46392e+09  3.30103e+08  1.53429
 2201.64  8.46228e+09  3.30101e+08  1.53423
 2201.54  8.46064e+09  3.30098e+08  1.53417
 2201.44  8.45901e+09  3.30096e+08  1.53411
 2201.34  8.45737e+09  3.30093e+08  1.53404
 2201.24  8.45573e+09  3.3009e+08  1.53398
 2201.13  8.4541e+09  3.30088e+08  1.53392
 2201.03  8.45246e+09  3.30085e+08  1.53386
 2200.93  8.45082e+09  3.30083e+08  1.53379
 2200.83  8.44919e+09  3.3008e+08  1.53373
 2200.73  8.44755e+09  3.30078e+08  1.53367
 2200.63  8.44591e+09  3.30075e+08  1.53361
 2200.53  8.44428e+09  3.30073e+08  1.53354
 2200.43  8.44264e+09  3.3007e+08  1.53348
 2200.33  8.441e+09  3.30068e+08  1.53342
 2200.22  8.43937e+09  3.30065e+08  1.53336
 2200.12  8.43773e+09  3.30063e+08  1.53329
 2200.02  8.4361e+09  3.3006e+08  1.53323
 2199.92  8.43446e+09  3.30057e+08  1.53317
 2199.82  8.43283e+09  3.30055e+08  1.5331
 2199.72  8.43119e+09  3.30052e+08  1.53304
 2199.62  8.42956e+09  3.3005e+08  1.53298
 2199.52  8.42793e+09  3.30047e+08  1.53292
 2199.41  8.42629e+09  3.30044e+08  1.53285
 2199.31  8.42466e+09  3.30042e+08  1.53279
 2199.21  8.42302e+09  3.30039e+08  1.53273
 2199.11  8.42139e+09  3.30037e+08  1.53266
 2199.01  8.41976e+09  3.30034e+08  1.5326
 2198.91  8.41812e+09  3.30031e+08  1.53254
 2198.81  8.41649e+09  3.30029e+08  1.53247
 2198.71  8.41486e+09  3.30026e+08  1.53241
 2198.6  8.41323e+09  3.30024e+08  1.53235
 2198.5  8.41159e+09  3.30021e+08  1.53229
 2198.4  8.40996e+09  3.30018e+08  1.53222
 2198.3  8.40833e+09  3.30016e+08  1.53216
 2198.2  8.4067e+09  3.30013e+08  1.5321
 2198.1  8.40506e+09  3.30011e+08  1.53203
 2198  8.40343e+09  3.30008e+08  1.53197
 2197.89  8.4018e+09  3.30006e+08  1.53191
 2197.79  8.40017e+09  3.30003e+08  1.53185
 2197.69  8.39854e+09  3.3e+08  1.53178
 2197.59  8.39691e+09  3.29998e+08  1.53172
 2197.49  8.39528e+09  3.29995e+08  1.53166
 2197.39  8.39365e+09  3.29993e+08  1.53159
 2197.29  8.39202e+09  3.2999e+08  1.53153
 2197.19  8.39039e+09  3.29987e+08  1.53147
 2197.08  8.38876e+09  3.29985e+08  1.53141
 2196.98  8.38713e+09  3.29982e+08  1.53134
 2196.88  8.3855e+09  3.2998e+08  1.53128
 2196.78  8.38387e+09  3.29977e+08  1.53122
 2196.68  8.38224e+09  3.29974e+08  1.53115
 2196.58  8.38061e+09  3.29972e+08  1.53109
 2196.48  8.37898e+09  3.29969e+08  1.53103
 2196.37  8.37735e+09  3.29967e+08  1.53097
 2196.27  8.37572e+09  3.29964e+08  1.5309
 2196.17  8.37409e+09  3.29962e+08  1.53084
 2196.07  8.37246e+09  3.29959e+08  1.53078
 2195.97  8.37084e+09  3.29956e+08  1.53071
 2195.87  8.36921e+09  3.29954e+08  1.53065
 2195.77  8.36758e+09  3.29951e+08  1.53059
 2195.66  8.36595e+09  3.29949e+08  1.53053
 2195.56  8.36433e+09  3.29946e+08  1.53046
 2195.46  8.3627e+09  3.29943e+08  1.5304
 2195.36  8.36107e+09  3.29941e+08  1.53034
 2195.26  8.35944e+09  3.29938e+08  1.53028
 2195.16  8.35782e+09  3.29936e+08  1.53021
 2195.06  8.35619e+09  3.29933e+08  1.53015
 2194.95  8.35456e+09  3.29931e+08  1.53009
 2194.85  8.35294e+09  3.29928e+08  1.53002
 2194.75  8.35131e+09  3.29925e+08  1.52996
 2194.65  8.34969e+09  3.29923e+08  1.5299
 2194.55  8.34806e+09  3.2992e+08  1.52984
 2194.45  8.34643e+09  3.29918e+08  1.52977
 2194.34  8.34481e+09  3.29915e+08  1.52971
 2194.24  8.34318e+09  3.29913e+08  1.52965
 2194.14  8.34156e+09  3.2991e+08  1.52959
 2194.04  8.33993e+09  3.29907e+08  1.52952
 2193.94  8.33831e+09  3.29905e+08  1.52946
 2193.84  8.33669e+09  3.29902e+08  1.5294
 2193.74  8.33506e+09  3.299e+08  1.52934
 2193.63  8.33344e+09  3.29897e+08  1.52927
 2193.53  8.33181e+09  3.29894e+08  1.52921
 2193.43  8.33019e+09  3.29892e+08  1.52915
 2193.33  8.32857e+09  3.29889e+08  1.52909
 2193.23  8.32694e+09  3.29887e+08  1.52902
 2193.13  8.32532e+09  3.29884e+08  1.52896
 2193.02  8.3237e+09  3.29882e+08  1.5289
 2192.92  8.32207e+09  3.29879e+08  1.52883
 2192.82  8.32045e+09  3.29876e+08  1.52877
 2192.72  8.31883e+09  3.29874e+08  1.52871
 2192.62  8.31721e+09  3.29871e+08  1.52865
 2192.52  8.31558e+09  3.29869e+08  1.52858
 2192.41  8.31396e+09  3.29866e+08  1.52852
 2192.31  8.31234e+09  3.29864e+08  1.52846
 2192.21  8.31072e+09  3.29861e+08  1.5284
 2192.11  8.3091e+09  3.29859e+08  1.52833
 2192.01  8.30747e+09  3.29856e+08  1.52827
 2191.91  8.30585e+09  3.29853e+08  1.52821
 2191.8  8.30423e+09  3.29851e+08  1.52815
 2191.7  8.30261e+09  3.29848e+08  1.52808
 2191.6  8.30099e+09  3.29846e+08  1.52802
 2191.5  8.29937e+09  3.29843e+08  1.52796
 2191.4  8.29775e+09  3.29841e+08  1.5279
 2191.3  8.29613e+09  3.29838e+08  1.52784
 2191.19  8.29451e+09  3.29835e+08  1.52777
 2191.09  8.29289e+09  3.29833e+08  1.52771
 2190.99  8.29127e+09  3.2983e+08  1.52765
 2190.89  8.28965e+09  3.29828e+08  1.52759
 2190.79  8.28803e+09  3.29825e+08  1.52752
 2190.69  8.28641e+09  3.29823e+08  1.52746
 2190.58  8.28479e+09  3.2982e+08  1.5274
 2190.48  8.28318e+09  3.29817e+08  1.52734
 2190.38  8.28156e+09  3.29815e+08  1.52727
 2190.28  8.27994e+09  3.29812e+08  1.52721
 2190.18  8.27832e+09  3.2981e+08  1.52715
 2190.08  8.2767e+09  3.29807e+08  1.52708
 2189.97  8.27508e+09  3.29804e+08  1.52702
 2189.87  8.27347e+09  3.29802e+08  1.52696
 2189.77  8.27185e+09  3.29799e+08  1.5269
 2189.67  8.27023e+09  3.29797e+08  1.52683
 2189.57  8.26861e+09  3.29794e+08  1.52677
 2189.46  8.267e+09  3.29791e+08  1.52671
 2189.36  8.26538e+09  3.29789e+08  1.52664
 2189.26  8.26376e+09  3.29786e+08  1.52658
 2189.16  8.26215e+09  3.29783e+08  1.52652
 2189.06  8.26053e+09  3.29781e+08  1.52646
 2188.96  8.25892e+09  3.29778e+08  1.52639
 2188.85  8.2573e+09  3.29776e+08  1.52633
 2188.75  8.25568e+09  3.29773e+08  1.52627
 2188.65  8.25407e+09  3.2977e+08  1.5262
 2188.55  8.25245e+09  3.29768e+08  1.52614
 2188.45  8.25084e+09  3.29765e+08  1.52608
 2188.34  8.24922e+09  3.29762e+08  1.52602
 2188.24  8.24761e+09  3.2976e+08  1.52595
 2188.14  8.24599e+09  3.29757e+08  1.52589
 2188.04  8.24438e+09  3.29755e+08  1.52583
 2187.94  8.24276e+09  3.29752e+08  1.52576
 2187.84  8.24115e+09  3.29749e+08  1.5257
 2187.73  8.23954e+09  3.29747e+08  1.52564
