# TEM     PRE          CP           Z
 1385.88  1.35189e+09  3.04092e+08  1.16629
 1385.73  1.35134e+09  3.04087e+08  1.16625
 1385.58  1.35079e+09  3.04081e+08  1.1662
 1385.43  1.35025e+09  3.04076e+08  1.16616
 1385.28  1.3497e+09  3.0407e+08  1.16611
 1385.13  1.34915e+09  3.04065e+08  1.16607
 1384.98  1.34861e+09  3.04059e+08  1.16603
 1384.82  1.34806e+09  3.04054e+08  1.16598
 1384.67  1.34752e+09  3.04048e+08  1.16594
 1384.52  1.34697e+09  3.04043e+08  1.16589
 1384.37  1.34642e+09  3.04037e+08  1.16585
 1384.22  1.34588e+09  3.04032e+08  1.16581
 1384.07  1.34533e+09  3.04026e+08  1.16576
 1383.92  1.34479e+09  3.04021e+08  1.16572
 1383.77  1.34424e+09  3.04015e+08  1.16567
 1383.62  1.3437e+09  3.0401e+08  1.16563
 1383.47  1.34316e+09  3.04005e+08  1.16559
 1383.32  1.34261e+09  3.03999e+08  1.16554
 1383.17  1.34207e+09  3.03994e+08  1.1655
 1383.02  1.34152e+09  3.03988e+08  1.16545
 1382.87  1.34098e+09  3.03983e+08  1.16541
 1382.72  1.34043e+09  3.03977e+08  1.16537
 1382.57  1.33989e+09  3.03972e+08  1.16532
 1382.42  1.33935e+09  3.03966e+08  1.16528
 1382.27  1.3388e+09  3.03961e+08  1.16524
 1382.12  1.33826e+09  3.03955e+08  1.16519
 1381.97  1.33772e+09  3.0395e+08  1.16515
 1381.82  1.33717e+09  3.03945e+08  1.1651
 1381.67  1.33663e+09  3.03939e+08  1.16506
 1381.52  1.33609e+09  3.03934e+08  1.16502
 1381.37  1.33555e+09  3.03928e+08  1.16497
 1381.22  1.335e+09  3.03923e+08  1.16493
 1381.07  1.33446e+09  3.03917e+08  1.16488
 1380.92  1.33392e+09  3.03912e+08  1.16484
 1380.77  1.33338e+09  3.03907e+08  1.1648
 1380.62  1.33283e+09  3.03901e+08  1.16475
 1380.47  1.33229e+09  3.03896e+08  1.16471
 1380.32  1.33175e+09  3.0389e+08  1.16467
 1380.17  1.33121e+09  3.03885e+08  1.16462
 1380.02  1.33067e+09  3.03879e+08  1.16458
 1379.87  1.33013e+09  3.03874e+08  1.16454
 1379.72  1.32959e+09  3.03868e+08  1.16449
 1379.57  1.32904e+09  3.03863e+08  1.16445
 1379.42  1.3285e+09  3.03858e+08  1.1644
 1379.27  1.32796e+09  3.03852e+08  1.16436
 1379.12  1.32742e+09  3.03847e+08  1.16432
 1378.96  1.32688e+09  3.03841e+08  1.16427
 1378.81  1.32634e+09  3.03836e+08  1.16423
 1378.66  1.3258e+09  3.0383e+08  1.16418
 1378.51  1.32526e+09  3.03824e+08  1.16414
 1378.36  1.32472e+09  3.03819e+08  1.1641
 1378.21  1.32418e+09  3.03813e+08  1.16405
 1378.06  1.32364e+09  3.03808e+08  1.16401
 1377.91  1.3231e+09  3.03802e+08  1.16396
 1377.76  1.32256e+09  3.03797e+08  1.16392
 1377.61  1.32202e+09  3.03791e+08  1.16388
 1377.46  1.32149e+09  3.03786e+08  1.16383
 1377.31  1.32095e+09  3.0378e+08  1.16379
 1377.16  1.32041e+09  3.03775e+08  1.16374
 1377.01  1.31987e+09  3.03769e+08  1.1637
 1376.86  1.31933e+09  3.03764e+08  1.16366
 1376.71  1.31879e+09  3.03758e+08  1.16361
 1376.56  1.31825e+09  3.03753e+08  1.16357
 1376.41  1.31772e+09  3.03747e+08  1.16352
 1376.26  1.31718e+09  3.03742e+08  1.16348
 1376.1  1.31664e+09  3.03736e+08  1.16344
 1375.95  1.3161e+09  3.03731e+08  1.16339
 1375.8  1.31557e+09  3.03725e+08  1.16335
 1375.65  1.31503e+09  3.03719e+08  1.1633
 1375.5  1.31449e+09  3.03714e+08  1.16326
 1375.35  1.31395e+09  3.03708e+08  1.16322
 1375.2  1.31342e+09  3.03703e+08  1.16317
 1375.05  1.31288e+09  3.03697e+08  1.16313
 1374.9  1.31234e+09  3.03692e+08  1.16309
 1374.75  1.31181e+09  3.03686e+08  1.16304
 1374.6  1.31127e+09  3.03681e+08  1.163
 1374.45  1.31074e+09  3.03675e+08  1.16295
 1374.3  1.3102e+09  3.0367e+08  1.16291
 1374.15  1.30966e+09  3.03664e+08  1.16287
 1374  1.30913e+09  3.03659e+08  1.16282
 1373.84  1.30859e+09  3.03653e+08  1.16278
 1373.69  1.30806e+09  3.03648e+08  1.16274
 1373.54  1.30752e+09  3.03642e+08  1.16269
 1373.39  1.30699e+09  3.03637e+08  1.16265
 1373.24  1.30645e+09  3.03632e+08  1.16261
 1373.09  1.30592e+09  3.03626e+08  1.16256
 1372.94  1.30538e+09  3.03621e+08  1.16252
 1372.79  1.30485e+09  3.03615e+08  1.16247
 1372.64  1.30431e+09  3.0361e+08  1.16243
 1372.49  1.30378e+09  3.03604e+08  1.16239
 1372.34  1.30324e+09  3.03599e+08  1.16234
 1372.19  1.30271e+09  3.03593e+08  1.1623
 1372.03  1.30218e+09  3.03588e+08  1.16226
 1371.88  1.30164e+09  3.03582e+08  1.16221
 1371.73  1.30111e+09  3.03577e+08  1.16217
 1371.58  1.30057e+09  3.03571e+08  1.16213
 1371.43  1.30004e+09  3.03566e+08  1.16208
 1371.28  1.29951e+09  3.0356e+08  1.16204
 1371.13  1.29898e+09  3.03555e+08  1.162
 1370.98  1.29844e+09  3.03549e+08  1.16195
 1370.83  1.29791e+09  3.03544e+08  1.16191
 1370.68  1.29738e+09  3.03538e+08  1.16187
 1370.53  1.29684e+09  3.03533e+08  1.16182
 1370.37  1.29631e+09  3.03527e+08  1.16178
 1370.22  1.29578e+09  3.03522e+08  1.16173
 1370.07  1.29525e+09  3.03517e+08  1.16169
 1369.92  1.29472e+09  3.03511e+08  1.16165
 1369.77  1.29418e+09  3.03506e+08  1.1616
 1369.62  1.29365e+09  3.035e+08  1.16156
 1369.47  1.29312e+09  3.03495e+08  1.16152
 1369.32  1.29259e+09  3.03489e+08  1.16147
 1369.17  1.29206e+09  3.03484e+08  1.16143
 1369.02  1.29153e+09  3.03478e+08  1.16139
 1368.86  1.291e+09  3.03473e+08  1.16134
 1368.71  1.29046e+09  3.03467e+08  1.1613
 1368.56  1.28993e+09  3.03462e+08  1.16126
 1368.41  1.2894e+09  3.03457e+08  1.16122
 1368.26  1.28887e+09  3.03451e+08  1.16117
 1368.11  1.28834e+09  3.03445e+08  1.16113
 1367.96  1.28781e+09  3.0344e+08  1.16108
 1367.81  1.28728e+09  3.03434e+08  1.16104
 1367.66  1.28675e+09  3.03429e+08  1.161
 1367.5  1.28622e+09  3.03423e+08  1.16095
 1367.35  1.28569e+09  3.03418e+08  1.16091
 1367.2  1.28516e+09  3.03412e+08  1.16087
 1367.05  1.28463e+09  3.03407e+08  1.16082
 1366.9  1.28411e+09  3.03401e+08  1.16078
 1366.75  1.28358e+09  3.03395e+08  1.16073
 1366.6  1.28305e+09  3.0339e+08  1.16069
 1366.45  1.28252e+09  3.03384e+08  1.16065
 1366.3  1.28199e+09  3.03379e+08  1.1606
 1366.14  1.28146e+09  3.03373e+08  1.16056
 1365.99  1.28093e+09  3.03368e+08  1.16052
 1365.84  1.28041e+09  3.03362e+08  1.16047
 1365.69  1.27988e+09  3.03357e+08  1.16043
 1365.54  1.27935e+09  3.03351e+08  1.16039
 1365.39  1.27882e+09  3.03346e+08  1.16034
 1365.24  1.27829e+09  3.0334e+08  1.1603
 1365.09  1.27777e+09  3.03334e+08  1.16026
 1364.93  1.27724e+09  3.03329e+08  1.16021
 1364.78  1.27671e+09  3.03323e+08  1.16017
 1364.63  1.27618e+09  3.03318e+08  1.16012
 1364.48  1.27566e+09  3.03312e+08  1.16008
 1364.33  1.27513e+09  3.03307e+08  1.16004
 1364.18  1.2746e+09  3.03301e+08  1.15999
 1364.03  1.27408e+09  3.03296e+08  1.15995
 1363.87  1.27355e+09  3.0329e+08  1.15991
 1363.72  1.27303e+09  3.03285e+08  1.15986
 1363.57  1.2725e+09  3.03279e+08  1.15982
 1363.42  1.27197e+09  3.03274e+08  1.15978
 1363.27  1.27145e+09  3.03268e+08  1.15973
 1363.12  1.27092e+09  3.03263e+08  1.15969
 1362.97  1.2704e+09  3.03257e+08  1.15965
 1362.81  1.26987e+09  3.03252e+08  1.1596
 1362.66  1.26935e+09  3.03246e+08  1.15956
 1362.51  1.26882e+09  3.03241e+08  1.15952
 1362.36  1.2683e+09  3.03235e+08  1.15947
 1362.21  1.26777e+09  3.0323e+08  1.15943
 1362.06  1.26725e+09  3.03224e+08  1.15939
 1361.91  1.26672e+09  3.03219e+08  1.15934
 1361.75  1.2662e+09  3.03213e+08  1.1593
 1361.6  1.26567e+09  3.03208e+08  1.15926
 1361.45  1.26515e+09  3.03202e+08  1.15921
 1361.3  1.26462e+09  3.03196e+08  1.15917
 1361.15  1.2641e+09  3.03191e+08  1.15913
 1361  1.26358e+09  3.03185e+08  1.15908
 1360.85  1.26305e+09  3.0318e+08  1.15904
 1360.69  1.26253e+09  3.03174e+08  1.159
 1360.54  1.26201e+09  3.03169e+08  1.15896
 1360.39  1.26148e+09  3.03164e+08  1.15891
 1360.24  1.26096e+09  3.03158e+08  1.15887
 1360.09  1.26044e+09  3.03153e+08  1.15883
 1359.94  1.25991e+09  3.03147e+08  1.15878
 1359.78  1.25939e+09  3.03142e+08  1.15874
 1359.63  1.25887e+09  3.03136e+08  1.1587
 1359.48  1.25835e+09  3.03131e+08  1.15865
 1359.33  1.25782e+09  3.03125e+08  1.15861
 1359.18  1.2573e+09  3.0312e+08  1.15857
 1359.03  1.25678e+09  3.03114e+08  1.15852
 1358.87  1.25626e+09  3.03109e+08  1.15848
 1358.72  1.25574e+09  3.03103e+08  1.15844
 1358.57  1.25522e+09  3.03098e+08  1.1584
 1358.42  1.25469e+09  3.03092e+08  1.15835
 1358.27  1.25417e+09  3.03087e+08  1.15831
 1358.12  1.25365e+09  3.03081e+08  1.15827
 1357.96  1.25313e+09  3.03076e+08  1.15822
 1357.81  1.25261e+09  3.0307e+08  1.15818
 1357.66  1.25209e+09  3.03065e+08  1.15814
 1357.51  1.25157e+09  3.03059e+08  1.15809
 1357.36  1.25105e+09  3.03054e+08  1.15805
 1357.21  1.25053e+09  3.03048e+08  1.15801
 1357.05  1.25001e+09  3.03043e+08  1.15797
 1356.9  1.24949e+09  3.03037e+08  1.15792
 1356.75  1.24897e+09  3.03032e+08  1.15788
 1356.6  1.24845e+09  3.03026e+08  1.15784
 1356.45  1.24793e+09  3.03021e+08  1.15779
 1356.29  1.24741e+09  3.03015e+08  1.15775
 1356.14  1.24689e+09  3.03009e+08  1.15771
 1355.99  1.24637e+09  3.03004e+08  1.15766
 1355.84  1.24585e+09  3.02998e+08  1.15762
 1355.69  1.24533e+09  3.02993e+08  1.15758
 1355.54  1.24481e+09  3.02987e+08  1.15753
 1355.38  1.2443e+09  3.02982e+08  1.15749
 1355.23  1.24378e+09  3.02976e+08  1.15745
 1355.08  1.24326e+09  3.0297e+08  1.1574
 1354.93  1.24274e+09  3.02965e+08  1.15736
 1354.78  1.24222e+09  3.02959e+08  1.15732
 1354.62  1.24171e+09  3.02954e+08  1.15727
 1354.47  1.24119e+09  3.02948e+08  1.15723
 1354.32  1.24067e+09  3.02943e+08  1.15719
 1354.17  1.24015e+09  3.02937e+08  1.15714
 1354.02  1.23963e+09  3.02931e+08  1.1571
 1353.86  1.23912e+09  3.02926e+08  1.15706
 1353.71  1.2386e+09  3.0292e+08  1.15701
 1353.56  1.23808e+09  3.02915e+08  1.15697
 1353.41  1.23757e+09  3.02909e+08  1.15693
 1353.26  1.23705e+09  3.02904e+08  1.15688
 1353.1  1.23653e+09  3.02898e+08  1.15684
 1352.95  1.23602e+09  3.02893e+08  1.1568
 1352.8  1.2355e+09  3.02887e+08  1.15675
 1352.65  1.23499e+09  3.02881e+08  1.15671
 1352.5  1.23447e+09  3.02876e+08  1.15667
 1352.34  1.23395e+09  3.0287e+08  1.15663
 1352.19  1.23344e+09  3.02865e+08  1.15658
 1352.04  1.23292e+09  3.02859e+08  1.15654
 1351.89  1.23241e+09  3.02854e+08  1.1565
 1351.73  1.23189e+09  3.02848e+08  1.15645
 1351.58  1.23138e+09  3.02843e+08  1.15641
 1351.43  1.23086e+09  3.02837e+08  1.15637
 1351.28  1.23035e+09  3.02832e+08  1.15632
 1351.13  1.22983e+09  3.02826e+08  1.15628
 1350.97  1.22932e+09  3.02821e+08  1.15624
 1350.82  1.2288e+09  3.02815e+08  1.1562
 1350.67  1.22829e+09  3.02809e+08  1.15615
 1350.52  1.22777e+09  3.02804e+08  1.15611
 1350.37  1.22726e+09  3.02798e+08  1.15607
 1350.21  1.22675e+09  3.02793e+08  1.15602
 1350.06  1.22623e+09  3.02787e+08  1.15598
 1349.91  1.22572e+09  3.02782e+08  1.15594
 1349.76  1.22521e+09  3.02776e+08  1.1559
 1349.6  1.22469e+09  3.02771e+08  1.15585
 1349.45  1.22418e+09  3.02765e+08  1.15581
 1349.3  1.22367e+09  3.0276e+08  1.15577
 1349.15  1.22315e+09  3.02754e+08  1.15572
 1349  1.22264e+09  3.02749e+08  1.15568
 1348.84  1.22213e+09  3.02743e+08  1.15564
 1348.69  1.22161e+09  3.02738e+08  1.1556
 1348.54  1.2211e+09  3.02732e+08  1.15555
 1348.39  1.22059e+09  3.02727e+08  1.15551
 1348.23  1.22008e+09  3.02721e+08  1.15547
 1348.08  1.21957e+09  3.02716e+08  1.15543
 1347.93  1.21905e+09  3.0271e+08  1.15538
 1347.78  1.21854e+09  3.02705e+08  1.15534
 1347.62  1.21803e+09  3.02699e+08  1.1553
 1347.47  1.21752e+09  3.02694e+08  1.15525
 1347.32  1.21701e+09  3.02688e+08  1.15521
 1347.17  1.2165e+09  3.02683e+08  1.15517
 1347.01  1.21599e+09  3.02677e+08  1.15513
 1346.86  1.21548e+09  3.02672e+08  1.15508
 1346.71  1.21496e+09  3.02666e+08  1.15504
 1346.56  1.21445e+09  3.02661e+08  1.155
 1346.41  1.21394e+09  3.02655e+08  1.15496
 1346.25  1.21343e+09  3.0265e+08  1.15491
 1346.1  1.21292e+09  3.02644e+08  1.15487
 1345.95  1.21241e+09  3.02639e+08  1.15483
 1345.8  1.2119e+09  3.02633e+08  1.15479
 1345.64  1.21139e+09  3.02628e+08  1.15474
 1345.49  1.21088e+09  3.02622e+08  1.1547
 1345.34  1.21037e+09  3.02617e+08  1.15466
 1345.19  1.20987e+09  3.02611e+08  1.15462
 1345.03  1.20936e+09  3.02605e+08  1.15457
 1344.88  1.20885e+09  3.026e+08  1.15453
 1344.73  1.20834e+09  3.02594e+08  1.15449
 1344.58  1.20783e+09  3.02589e+08  1.15444
 1344.42  1.20732e+09  3.02583e+08  1.1544
 1344.27  1.20681e+09  3.02577e+08  1.15436
 1344.12  1.2063e+09  3.02572e+08  1.15431
 1343.96  1.2058e+09  3.02566e+08  1.15427
 1343.81  1.20529e+09  3.02561e+08  1.15423
 1343.66  1.20478e+09  3.02555e+08  1.15419
 1343.51  1.20427e+09  3.02549e+08  1.15414
 1343.35  1.20376e+09  3.02544e+08  1.1541
 1343.2  1.20326e+09  3.02538e+08  1.15406
 1343.05  1.20275e+09  3.02533e+08  1.15401
 1342.9  1.20224e+09  3.02527e+08  1.15397
 1342.74  1.20173e+09  3.02522e+08  1.15393
 1342.59  1.20123e+09  3.02516e+08  1.15389
 1342.44  1.20072e+09  3.0251e+08  1.15384
 1342.29  1.20021e+09  3.02505e+08  1.1538
 1342.13  1.19971e+09  3.02499e+08  1.15376
 1341.98  1.1992e+09  3.02494e+08  1.15371
 1341.83  1.19869e+09  3.02488e+08  1.15367
 1341.67  1.19819e+09  3.02482e+08  1.15363
 1341.52  1.19768e+09  3.02477e+08  1.15359
 1341.37  1.19718e+09  3.02471e+08  1.15354
 1341.22  1.19667e+09  3.02466e+08  1.1535
 1341.06  1.19617e+09  3.0246e+08  1.15346
 1340.91  1.19566e+09  3.02455e+08  1.15342
 1340.76  1.19515e+09  3.02449e+08  1.15337
 1340.61  1.19465e+09  3.02444e+08  1.15333
 1340.45  1.19414e+09  3.02438e+08  1.15329
 1340.3  1.19364e+09  3.02432e+08  1.15325
 1340.15  1.19313e+09  3.02427e+08  1.1532
 1339.99  1.19263e+09  3.02421e+08  1.15316
 1339.84  1.19213e+09  3.02416e+08  1.15312
 1339.69  1.19162e+09  3.0241e+08  1.15307
 1339.54  1.19112e+09  3.02405e+08  1.15303
 1339.38  1.19061e+09  3.02399e+08  1.15299
 1339.23  1.19011e+09  3.02394e+08  1.15295
 1339.08  1.1896e+09  3.02388e+08  1.1529
 1338.92  1.1891e+09  3.02382e+08  1.15286
 1338.77  1.1886e+09  3.02377e+08  1.15282
 1338.62  1.18809e+09  3.02371e+08  1.15278
 1338.47  1.18759e+09  3.02366e+08  1.15273
 1338.31  1.18709e+09  3.0236e+08  1.15269
 1338.16  1.18658e+09  3.02355e+08  1.15265
 1338.01  1.18608e+09  3.02349e+08  1.15261
 1337.85  1.18558e+09  3.02344e+08  1.15256
 1337.7  1.18508e+09  3.02338e+08  1.15252
 1337.55  1.18457e+09  3.02333e+08  1.15248
 1337.39  1.18407e+09  3.02327e+08  1.15244
 1337.24  1.18357e+09  3.02321e+08  1.1524
 1337.09  1.18307e+09  3.02316e+08  1.15235
 1336.94  1.18257e+09  3.0231e+08  1.15231
 1336.78  1.18206e+09  3.02305e+08  1.15227
 1336.63  1.18156e+09  3.02299e+08  1.15223
 1336.48  1.18106e+09  3.02294e+08  1.15218
 1336.32  1.18056e+09  3.02288e+08  1.15214
 1336.17  1.18006e+09  3.02283e+08  1.1521
 1336.02  1.17956e+09  3.02277e+08  1.15206
 1335.86  1.17906e+09  3.02272e+08  1.15201
 1335.71  1.17855e+09  3.02266e+08  1.15197
 1335.56  1.17805e+09  3.02261e+08  1.15193
 1335.4  1.17755e+09  3.02255e+08  1.15189
 1335.25  1.17705e+09  3.0225e+08  1.15185
 1335.1  1.17655e+09  3.02244e+08  1.1518
 1334.95  1.17605e+09  3.02239e+08  1.15176
 1334.79  1.17555e+09  3.02233e+08  1.15172
 1334.64  1.17505e+09  3.02228e+08  1.15168
 1334.49  1.17455e+09  3.02222e+08  1.15163
 1334.33  1.17405e+09  3.02217e+08  1.15159
 1334.18  1.17355e+09  3.02211e+08  1.15155
 1334.03  1.17306e+09  3.02206e+08  1.15151
 1333.87  1.17256e+09  3.022e+08  1.15147
 1333.72  1.17206e+09  3.02195e+08  1.15142
 1333.57  1.17156e+09  3.02189e+08  1.15138
 1333.41  1.17106e+09  3.02183e+08  1.15134
 1333.26  1.17056e+09  3.02178e+08  1.1513
 1333.11  1.17006e+09  3.02172e+08  1.15125
 1332.95  1.16956e+09  3.02167e+08  1.15121
 1332.8  1.16907e+09  3.02161e+08  1.15117
 1332.65  1.16857e+09  3.02155e+08  1.15113
 1332.49  1.16807e+09  3.0215e+08  1.15108
 1332.34  1.16757e+09  3.02144e+08  1.15104
 1332.19  1.16707e+09  3.02138e+08  1.151
 1332.03  1.16658e+09  3.02133e+08  1.15096
 1331.88  1.16608e+09  3.02127e+08  1.15091
 1331.73  1.16558e+09  3.02122e+08  1.15087
 1331.57  1.16508e+09  3.02116e+08  1.15083
 1331.42  1.16459e+09  3.0211e+08  1.15079
 1331.27  1.16409e+09  3.02105e+08  1.15074
 1331.11  1.16359e+09  3.02099e+08  1.1507
 1330.96  1.1631e+09  3.02094e+08  1.15066
 1330.81  1.1626e+09  3.02088e+08  1.15062
 1330.65  1.1621e+09  3.02082e+08  1.15057
 1330.5  1.16161e+09  3.02077e+08  1.15053
 1330.35  1.16111e+09  3.02071e+08  1.15049
 1330.19  1.16062e+09  3.02066e+08  1.15045
 1330.04  1.16012e+09  3.0206e+08  1.1504
 1329.89  1.15963e+09  3.02054e+08  1.15036
 1329.73  1.15913e+09  3.02049e+08  1.15032
 1329.58  1.15863e+09  3.02043e+08  1.15028
 1329.43  1.15814e+09  3.02038e+08  1.15023
 1329.27  1.15764e+09  3.02032e+08  1.15019
 1329.12  1.15715e+09  3.02026e+08  1.15015
 1328.97  1.15665e+09  3.02021e+08  1.15011
 1328.81  1.15616e+09  3.02015e+08  1.15006
 1328.66  1.15567e+09  3.0201e+08  1.15002
 1328.5  1.15517e+09  3.02004e+08  1.14998
 1328.35  1.15468e+09  3.01999e+08  1.14994
 1328.2  1.15418e+09  3.01993e+08  1.1499
 1328.04  1.15369e+09  3.01987e+08  1.14985
 1327.89  1.15319e+09  3.01982e+08  1.14981
 1327.74  1.1527e+09  3.01976e+08  1.14977
 1327.58  1.15221e+09  3.01971e+08  1.14973
 1327.43  1.15171e+09  3.01965e+08  1.14968
 1327.28  1.15122e+09  3.0196e+08  1.14964
 1327.12  1.15073e+09  3.01954e+08  1.1496
 1326.97  1.15023e+09  3.01948e+08  1.14956
 1326.81  1.14974e+09  3.01943e+08  1.14952
 1326.66  1.14925e+09  3.01937e+08  1.14947
 1326.51  1.14876e+09  3.01932e+08  1.14943
 1326.35  1.14826e+09  3.01926e+08  1.14939
 1326.2  1.14777e+09  3.01921e+08  1.14935
 1326.05  1.14728e+09  3.01915e+08  1.14931
 1325.89  1.14679e+09  3.01909e+08  1.14926
 1325.74  1.14629e+09  3.01904e+08  1.14922
 1325.59  1.1458e+09  3.01898e+08  1.14918
 1325.43  1.14531e+09  3.01893e+08  1.14914
 1325.28  1.14482e+09  3.01887e+08  1.1491
 1325.12  1.14433e+09  3.01882e+08  1.14905
 1324.97  1.14384e+09  3.01876e+08  1.14901
 1324.82  1.14335e+09  3.01871e+08  1.14897
 1324.66  1.14285e+09  3.01865e+08  1.14893
 1324.51  1.14236e+09  3.0186e+08  1.14889
 1324.36  1.14187e+09  3.01854e+08  1.14884
 1324.2  1.14138e+09  3.01848e+08  1.1488
 1324.05  1.14089e+09  3.01843e+08  1.14876
 1323.89  1.1404e+09  3.01837e+08  1.14872
 1323.74  1.13991e+09  3.01832e+08  1.14868
 1323.59  1.13942e+09  3.01826e+08  1.14863
 1323.43  1.13893e+09  3.01821e+08  1.14859
 1323.28  1.13844e+09  3.01815e+08  1.14855
 1323.12  1.13795e+09  3.0181e+08  1.14851
 1322.97  1.13746e+09  3.01804e+08  1.14847
 1322.82  1.13697e+09  3.01799e+08  1.14843
 1322.66  1.13648e+09  3.01793e+08  1.14838
 1322.51  1.136e+09  3.01788e+08  1.14834
 1322.36  1.13551e+09  3.01782e+08  1.1483
 1322.2  1.13502e+09  3.01777e+08  1.14826
 1322.05  1.13453e+09  3.01771e+08  1.14822
 1321.89  1.13404e+09  3.01766e+08  1.14818
 1321.74  1.13355e+09  3.0176e+08  1.14813
 1321.59  1.13306e+09  3.01755e+08  1.14809
 1321.43  1.13258e+09  3.01749e+08  1.14805
 1321.28  1.13209e+09  3.01743e+08  1.14801
 1321.12  1.1316e+09  3.01738e+08  1.14796
 1320.97  1.13111e+09  3.01732e+08  1.14792
 1320.82  1.13062e+09  3.01726e+08  1.14788
 1320.66  1.13014e+09  3.01721e+08  1.14784
 1320.51  1.12965e+09  3.01715e+08  1.1478
 1320.35  1.12916e+09  3.01709e+08  1.14775
 1320.2  1.12868e+09  3.01704e+08  1.14771
 1320.05  1.12819e+09  3.01698e+08  1.14767
 1319.89  1.1277e+09  3.01693e+08  1.14763
 1319.74  1.12721e+09  3.01687e+08  1.14759
 1319.58  1.12673e+09  3.01681e+08  1.14754
 1319.43  1.12624e+09  3.01676e+08  1.1475
 1319.27  1.12576e+09  3.0167e+08  1.14746
 1319.12  1.12527e+09  3.01664e+08  1.14742
 1318.97  1.12478e+09  3.01659e+08  1.14737
 1318.81  1.1243e+09  3.01653e+08  1.14733
 1318.66  1.12381e+09  3.01648e+08  1.14729
 1318.5  1.12333e+09  3.01642e+08  1.14725
 1318.35  1.12284e+09  3.01636e+08  1.14721
 1318.2  1.12236e+09  3.01631e+08  1.14716
 1318.04  1.12187e+09  3.01625e+08  1.14712
 1317.89  1.12139e+09  3.01619e+08  1.14708
 1317.73  1.1209e+09  3.01614e+08  1.14704
 1317.58  1.12042e+09  3.01608e+08  1.147
 1317.42  1.11993e+09  3.01603e+08  1.14695
 1317.27  1.11945e+09  3.01597e+08  1.14691
 1317.12  1.11896e+09  3.01591e+08  1.14687
 1316.96  1.11848e+09  3.01586e+08  1.14683
 1316.81  1.11799e+09  3.0158e+08  1.14679
 1316.65  1.11751e+09  3.01575e+08  1.14675
 1316.5  1.11703e+09  3.01569e+08  1.1467
 1316.34  1.11654e+09  3.01563e+08  1.14666
 1316.19  1.11606e+09  3.01558e+08  1.14662
 1316.04  1.11558e+09  3.01552e+08  1.14658
 1315.88  1.11509e+09  3.01547e+08  1.14654
 1315.73  1.11461e+09  3.01541e+08  1.14649
 1315.57  1.11413e+09  3.01535e+08  1.14645
 1315.42  1.11364e+09  3.0153e+08  1.14641
 1315.26  1.11316e+09  3.01524e+08  1.14637
 1315.11  1.11268e+09  3.01519e+08  1.14633
 1314.96  1.1122e+09  3.01513e+08  1.14629
 1314.8  1.11171e+09  3.01508e+08  1.14624
 1314.65  1.11123e+09  3.01502e+08  1.1462
 1314.49  1.11075e+09  3.01496e+08  1.14616
 1314.34  1.11027e+09  3.01491e+08  1.14612
 1314.18  1.10979e+09  3.01485e+08  1.14608
 1314.03  1.1093e+09  3.0148e+08  1.14604
 1313.88  1.10882e+09  3.01474e+08  1.14599
 1313.72  1.10834e+09  3.01469e+08  1.14595
 1313.57  1.10786e+09  3.01463e+08  1.14591
 1313.41  1.10738e+09  3.01457e+08  1.14587
 1313.26  1.1069e+09  3.01452e+08  1.14583
 1313.1  1.10642e+09  3.01446e+08  1.14579
 1312.95  1.10594e+09  3.01441e+08  1.14574
 1312.79  1.10546e+09  3.01435e+08  1.1457
 1312.64  1.10497e+09  3.0143e+08  1.14566
 1312.48  1.10449e+09  3.01424e+08  1.14562
 1312.33  1.10401e+09  3.01418e+08  1.14558
 1312.18  1.10353e+09  3.01413e+08  1.14554
 1312.02  1.10305e+09  3.01407e+08  1.14549
 1311.87  1.10257e+09  3.01402e+08  1.14545
 1311.71  1.10209e+09  3.01396e+08  1.14541
 1311.56  1.10162e+09  3.01391e+08  1.14537
 1311.4  1.10114e+09  3.01385e+08  1.14533
 1311.25  1.10066e+09  3.0138e+08  1.14529
 1311.09  1.10018e+09  3.01374e+08  1.14525
 1310.94  1.0997e+09  3.01368e+08  1.1452
 1310.78  1.09922e+09  3.01363e+08  1.14516
 1310.63  1.09874e+09  3.01357e+08  1.14512
 1310.48  1.09826e+09  3.01352e+08  1.14508
 1310.32  1.09778e+09  3.01346e+08  1.14504
 1310.17  1.09731e+09  3.01341e+08  1.145
 1310.01  1.09683e+09  3.01335e+08  1.14496
 1309.86  1.09635e+09  3.0133e+08  1.14491
 1309.7  1.09587e+09  3.01324e+08  1.14487
 1309.55  1.09539e+09  3.01319e+08  1.14483
 1309.39  1.09492e+09  3.01313e+08  1.14479
 1309.24  1.09444e+09  3.01308e+08  1.14475
 1309.08  1.09396e+09  3.01302e+08  1.14471
 1308.93  1.09348e+09  3.01296e+08  1.14467
 1308.77  1.09301e+09  3.01291e+08  1.14462
 1308.62  1.09253e+09  3.01285e+08  1.14458
 1308.46  1.09205e+09  3.01279e+08  1.14454
 1308.31  1.09158e+09  3.01274e+08  1.1445
 1308.15  1.0911e+09  3.01268e+08  1.14446
 1308  1.09062e+09  3.01262e+08  1.14442
 1307.84  1.09015e+09  3.01257e+08  1.14437
 1307.69  1.08967e+09  3.01251e+08  1.14433
 1307.54  1.0892e+09  3.01245e+08  1.14429
 1307.38  1.08872e+09  3.0124e+08  1.14425
 1307.23  1.08824e+09  3.01234e+08  1.14421
 1307.07  1.08777e+09  3.01229e+08  1.14417
