# Atmospheric vertical profile: 800 17
 IDX       PRE       TEM       TED       DRY         NH3         H2O         H2S      NH3(l)      NH3(s)      H2O(l)      H2O(s)    NH4SH(s)   ENTROPY       CPT     THETA    THETAV
 377   35.5504   483.488   483.488   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1397    2095.6   2049.37
 378   35.0613   481.513   481.513   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1387    2095.6   2049.37
 379   34.5789   479.546   479.546   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1378    2095.6   2049.37
 380   34.1032   477.587   477.587   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1368    2095.6   2049.37
 381   33.6341   475.636   475.636   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1359    2095.6   2049.37
 382   33.1714   473.693   473.693   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1349    2095.6   2049.37
 383    32.715   471.757   471.757   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1339    2095.6   2049.37
 384    32.265    469.83    469.83   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1329    2095.6   2049.37
 385   31.8211    467.91    467.91   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1319    2095.6   2049.37
 386   31.3833   465.998   465.998   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1309    2095.6   2049.37
 387   30.9516   464.094   464.094   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1299    2095.6   2049.37
 388   30.5258   462.198   462.198   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1289    2095.6   2049.37
 389   30.1058   460.309   460.309   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1278    2095.6   2049.37
 390   29.6916   458.428   458.428   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1268    2095.6   2049.37
 391   29.2832   456.555   456.555   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1257    2095.6   2049.37
 392   28.8803   454.689   454.689   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1246    2095.6   2049.37
 393    28.483   452.831   452.831   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1235    2095.6   2049.37
 394   28.0912    450.98    450.98   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1224    2095.6   2049.37
 395   27.7047   449.137   449.137   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1212    2095.6   2049.37
 396   27.3236   447.301   447.301   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1201    2095.6   2049.37
 397   26.9477   445.472   445.472   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1189    2095.6   2049.37
 398   26.5769   443.651   443.651   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1177    2095.6   2049.37
 399   26.2113   441.838   441.838   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1164    2095.6   2049.37
 400   25.8507   440.031   440.031   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1152    2095.6   2049.37
 401   25.4951   438.232   438.232   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1139    2095.6   2049.37
 402   25.1444    436.44    436.44   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1126    2095.6   2049.37
 403   24.7984   434.655   434.655   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1113    2095.6   2049.37
 404   24.4573   432.878   432.878   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603     28.11    2095.6   2049.37
 405   24.1208   431.108   431.108   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1086    2095.6   2049.37
 406    23.789   429.345   429.345   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1072    2095.6   2049.37
 407   23.4617   427.589   427.589   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1058    2095.6   2049.37
 408    23.139   425.841   425.841   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1044    2095.6   2049.37
 409   22.8206   424.099   424.099   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1029    2095.6   2049.37
 410   22.5067   422.364   422.364   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1014    2095.6   2049.37
 411   22.1971   420.637   420.637   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.0999    2095.6   2049.37
 412   21.8917   418.916   418.916   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.0983    2095.6   2049.37
 413   21.5905   417.202   417.202   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.0967    2095.6   2049.37
 414   21.2935   415.496   415.496   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.0951    2095.6   2049.37
 415   21.0006   413.796   413.796   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.0934    2095.6   2049.37
 416   20.7116   412.103   412.103   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.0917    2095.6   2049.37
 417   20.4267   410.417   410.417   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603     28.09    2095.6   2049.37
 418   20.1457   408.737   408.737   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.0882    2095.6   2049.37
 419   19.8685   407.064   407.064   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.0864    2095.6   2049.37
 420   19.5952   405.399   405.399   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.0846    2095.6   2049.37
 421   19.3256   403.739   403.739   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.0827    2095.6   2049.37
 422   19.0598   402.087   402.087   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.0808    2095.6   2049.37
 423   18.7976   400.441   400.441   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.0789    2095.6   2049.37
 424    18.539   398.802   398.802   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.0769    2095.6   2049.37
 425   18.2839   397.169   397.169   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.0748    2095.6   2049.37
 426   18.0324   395.543   395.543   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.0728    2095.6   2049.37
 427   17.7843   393.923   393.923   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.0706    2095.6   2049.37
 428   17.5396    392.31    392.31   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.0685    2095.6   2049.37
 429   17.2984   390.704   390.704   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.0663    2095.6   2049.37
 430   17.0604   389.103   389.103   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603    28.064    2095.6   2049.37
 431   16.8257    387.51    387.51   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.0617    2095.6   2049.37
 432   16.5942   385.922   385.922   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.0594    2095.6   2049.37
 433   16.3659   384.342   384.342   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603    28.057    2095.6   2049.37
 434   16.1408   382.767   382.767   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.0545    2095.6   2049.37
 435   15.9187   381.199   381.199   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603    28.052    2095.6   2049.37
 436   15.6997   379.637   379.637   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.0495    2095.6   2049.37
 437   15.4837   378.081   378.081   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.0469    2095.6   2049.37
 438   15.2707   376.531   376.531   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.0443    2095.6   2049.37
 439   15.0606   374.988   374.988   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.0416    2095.6   2049.37
 440   14.8534   373.451   373.451   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.0388    2095.6   2049.37
 441   14.6491    371.92    371.92   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603    28.036    2095.6   2049.37
 442   14.4476   370.395   370.395   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.0332    2095.6   2049.37
 443   14.2488   368.876   368.876   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.0303    2095.6   2049.37
 444   14.0528   367.364   367.364   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.0273    2095.6   2049.37
 445   13.8595   365.857   365.857   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.0243    2095.6   2049.37
 446   13.6688   364.356   364.356   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.0212    2095.6   2049.37
 447   13.4808   362.862   362.862   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603    28.018    2095.6   2049.37
 448   13.2953   361.373   361.373   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.0148    2095.6   2049.37
 449   13.1124    359.89    359.89   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.0116    2095.6   2049.37
 450    12.932   358.413   358.413   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.0082    2095.6   2049.37
 451   12.7541   356.943   356.943   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.0048    2095.6   2049.37
 452   12.5786   355.477   355.477   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.0014    2095.6   2049.37
 453   12.4056   354.018   354.018   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.9979    2095.6   2049.37
 454   12.2349   352.565   352.565   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.9943    2095.6   2049.37
 455   12.0666   351.117   351.117   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.9906    2095.6   2049.37
 456   11.9006   349.675   349.675   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.9869    2095.6   2049.37
 457   11.7369   348.239   348.239   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.9831    2095.6   2049.37
 458   11.5754   346.808   346.808   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.9793    2095.6   2049.37
 459   11.4162   345.384   345.384   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.9753    2095.6   2049.37
 460   11.2591   343.964   343.964   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.9713    2095.6   2049.37
 461   11.1042   342.551   342.551   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.9673    2095.6   2049.37
 462   10.9515   341.143   341.143   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.9631    2095.6   2049.37
 463   10.8008   339.741   339.741   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.9589    2095.6   2049.37
 464   10.6522   338.344   338.344   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.9546    2095.6   2049.37
 465   10.5057   336.953   336.953   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.9503    2095.6   2049.37
 466   10.3611   335.567   335.567   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.9458    2095.6   2049.37
 467   10.2186   334.187   334.187   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.9413    2095.6   2049.37
 468    10.078   332.812   332.812   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.9367    2095.6   2049.37
 469   9.93937   331.442   331.442   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.9321    2095.6   2049.37
 470   9.80264   330.078   330.078   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.9273    2095.6   2049.37
 471   9.66778    328.72    328.72   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.9225    2095.6   2049.37
 472   9.53478   327.366   327.366   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.9176    2095.6   2049.37
 473   9.40361   326.019   326.019   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.9126    2095.6   2049.37
 474   9.27424   324.676   324.676   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.9075    2095.6   2049.37
 475   9.14665   323.338   323.338   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.9023    2095.6   2049.37
 476   9.02082   322.006   322.006   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603    27.897    2095.6   2049.37
 477   8.89672   320.679   320.679   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.8917    2095.6   2049.37
 478   8.77433   319.358   319.358   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.8863    2095.6   2049.37
 479   8.65362   318.041   318.041   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.8808    2095.6   2049.37
 480   8.53457    316.73    316.73   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.8751    2095.6   2049.37
 481   8.41716   315.424   315.424   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.8694    2095.6   2049.37
 482   8.30136   314.123   314.123   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.8637    2095.6   2049.37
 483   8.18716   312.827   312.827   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.8578    2095.6   2049.37
 484   8.07452   311.536   311.536   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.8518    2095.6   2049.37
 485   7.96344   310.251   310.251   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.8457    2095.6   2049.37
 486   7.85389    308.97    308.97   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.8395    2095.6   2049.37
 487   7.74584   307.694   307.694   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.8333    2095.6   2049.37
 488   7.63928   306.423   306.423   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.8269    2095.6   2049.37
 489   7.53418   305.157   305.157   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.8204    2095.6   2049.37
 490   7.43053   303.896   303.896   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.8139    2095.6   2049.37
 491   7.32831    302.64    302.64   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.8072    2095.6   2049.37
 492   7.22749   301.389   301.389   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.8004    2095.6   2049.37
 493   7.12806   300.143   300.143   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.7936    2095.6   2049.37
 494      7.03   298.902   298.902   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.7892    2095.6   2049.37
 495   6.93329   297.665   297.665   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.7817    2095.6   2049.37
 496   6.83791   296.434   296.434   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603    27.774    2095.6   2049.37
 497   6.74384   295.207   295.207   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.7661    2095.6   2049.37
 498   6.65106   293.985   293.985   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.7582    2095.6   2049.37
 499   6.55956   292.767   292.767   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.7501    2095.6   2049.37
 500   6.46932   291.554   291.554   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.7419    2095.6   2049.37
 501   6.38032   290.346   290.346   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.7336    2095.6   2049.37
 502   6.29255   289.143   289.143   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   27.7251    2095.6   2049.37
 503   6.20598   288.106   287.944   0.99683  0.00035292   0.0027365  7.6616e-05           0           0           0           0           0  -16.1456   27.7171   2096.65   2051.78
 504    6.1206   287.123    286.75   0.99697  0.00035296   0.0026041  7.6627e-05           0           0           0           0           0  -16.1262   27.7092   2098.04   2054.94
 505    6.0364   286.137    285.56   0.99709  0.00035301   0.0024764  7.6636e-05           0           0           0           0           0  -16.1075   27.7012   2099.39   2058.01
 506   5.95336   285.148   284.375   0.99722  0.00035305   0.0023532  7.6646e-05           0           0           0           0           0  -16.0894   27.6931   2100.69   2060.97
 507   5.87145   284.155   283.194   0.99734  0.00035309   0.0022345  7.6655e-05           0           0           0           0           0  -16.0719   27.6848   2101.95   2063.84
 508   5.79068    283.16   282.018   0.99745  0.00035313   0.0021202  7.6664e-05           0           0           0           0           0  -16.0551   27.6764   2103.17   2066.61
 509   5.71102   282.161   280.846   0.99756  0.00035317   0.0020103  7.6672e-05           0           0           0           0           0  -16.0388   27.6679   2104.35   2069.29
 510   5.63245   281.159   279.679   0.99767  0.00035321   0.0019047   7.668e-05           0           0           0           0           0  -16.0232   27.6593   2105.49   2071.87
 511   5.55496   280.155   278.517   0.99777  0.00035325   0.0018033  7.6688e-05           0           0           0           0           0  -16.0082   27.6506   2106.59   2074.35
 512   5.47854   279.147   277.358   0.99786  0.00035328    0.001706  7.6696e-05           0           0           0           0           0  -15.9937   27.6417   2107.65   2076.74
 513   5.40317   278.138   276.205   0.99796  0.00035331   0.0016128  7.6703e-05           0           0           0           0           0  -15.9799   27.6327   2108.66   2079.04
 514   5.32884   277.125   275.055   0.99805  0.00035334   0.0015235   7.671e-05           0           0           0           0           0  -15.9666   27.6236   2109.65   2081.25
 515   5.25553   276.111    273.91   0.99813  0.00035338   0.0014381  7.6716e-05           0           0           0           0           0  -15.9538   27.6143   2110.59   2083.37
 516   5.18323   275.094   272.769   0.99821   0.0003534   0.0013565  7.6722e-05           0           0           0           0           0  -15.9416   27.6049   2111.49   2085.41
 517   5.11192   274.076   271.633   0.99829  0.00035343   0.0012785  7.6728e-05           0           0           0           0           0  -15.9299   27.5953   2112.36   2087.36
 518    5.0416   273.071   270.501   0.99837  0.00035346   0.0012044  7.6734e-05           0           0           0           0           0  -15.9171   27.5858    2113.3   2089.32
 519   4.97224   272.079   269.373   0.99844  0.00035349   0.0011252   7.674e-05           0           0           0           0           0  -15.9035   27.5762    2114.3   2091.42
 520   4.90383   271.084   268.249   0.99852  0.00035351   0.0010502  7.6746e-05           0           0           0           0           0  -15.8906   27.5665   2115.25   2093.42
 521   4.83637   270.085    267.13   0.99859  0.00035354  0.00097933  7.6751e-05           0           0           0           0           0  -15.8783   27.5566   2116.16   2095.31
 522   4.76984   269.082   266.015   0.99866  0.00035356  0.00091237  7.6757e-05           0           0           0           0           0  -15.8668   27.5465   2117.02    2097.1
 523   4.70422   268.076   264.904   0.99872  0.00035358  0.00084921  7.6761e-05           0           0           0           0           0  -15.8558   27.5363   2117.83    2098.8
 524    4.6395   267.067   263.797   0.99878   0.0003536   0.0007897  7.6766e-05           0           0           0           0           0  -15.8456   27.5259    2118.6    2100.4
 525   4.57567   266.055   262.694   0.99884  0.00035362  0.00073371   7.677e-05           0           0           0           0           0  -15.8359   27.5154   2119.33   2101.91
 526   4.51273   265.041   261.596   0.99889  0.00035364  0.00068108  7.6774e-05           0           0           0           0           0  -15.8267   27.5047   2120.01   2103.34
 527   4.45064   264.025   260.502   0.99894  0.00035366  0.00063168  7.6778e-05           0           0           0           0           0  -15.8182   27.4939   2120.66   2104.68
 528   4.38942   263.007   259.411   0.99898  0.00035368  0.00058535  7.6782e-05           0           0           0           0           0  -15.8101   27.4829   2121.27   2105.94
 529   4.32903   261.987   258.325   0.99903  0.00035369  0.00054196  7.6785e-05           0           0           0           0           0  -15.8026   27.4717   2121.84   2107.12
 530   4.26947   260.966   257.243   0.99907  0.00035371  0.00050137  7.6788e-05           0           0           0           0           0  -15.7955   27.4603   2122.37   2108.23
 531   4.21074   259.944   256.165   0.99911  0.00035372  0.00046343  7.6791e-05           0           0           0           0           0  -15.7889   27.4488   2122.88   2109.27
 532   4.15281   258.921   255.091   0.99914  0.00035373  0.00042802  7.6794e-05           0           0           0           0           0  -15.7828   27.4372   2123.35   2110.25
 533   4.09568   257.898   254.021   0.99917  0.00035374  0.00039499  7.6796e-05           0           0           0           0           0   -15.777   27.4253   2123.79   2111.16
 534   4.03933   256.874   252.955   0.99921  0.00035376  0.00036423  7.6799e-05           0           0           0           0           0  -15.7716   27.4133   2124.21   2112.01
 535   3.98376    255.85   251.893   0.99923  0.00035377   0.0003356  7.6801e-05           0           0           0           0           0  -15.7666   27.4012    2124.6    2112.8
 536   3.92896   254.826   250.835   0.99926  0.00035377  0.00030898  7.6803e-05           0           0           0           0           0   -15.762   27.3888   2124.96   2113.54
 537   3.87491   253.803   249.781   0.99929  0.00035378  0.00028426  7.6805e-05           0           0           0           0           0  -15.7577   27.3763   2125.29   2114.23
 538    3.8216    252.78   248.731   0.99931  0.00035379  0.00026132  7.6807e-05           0           0           0           0           0  -15.7537   27.3637   2125.61   2114.87
 539   3.76903   251.757   247.684   0.99933   0.0003538  0.00024005  7.6808e-05           0           0           0           0           0  -15.7499   27.3509    2125.9   2115.46
 540   3.71717   250.736   246.642   0.99935  0.00035381  0.00022036   7.681e-05           0           0           0           0           0  -15.7465   27.3379   2126.17   2116.01
 541   3.66604   249.716   245.603   0.99937  0.00035381  0.00020213  7.6811e-05           0           0           0           0           0  -15.7433   27.3247   2126.42   2116.52
 542    3.6156   248.697   244.568   0.99938  0.00035382  0.00018528  7.6812e-05           0           0           0           0           0  -15.7403   27.3114   2126.66      2117
 543   3.56586   247.679   243.537    0.9994  0.00035382  0.00016972  7.6814e-05           0           0           0           0           0  -15.7376   27.2979   2126.88   2117.44
 544   3.51681   246.663    242.51   0.99941  0.00035383  0.00015536  7.6815e-05           0           0           0           0           0   -15.735   27.2842   2127.08   2117.84
 545   3.46842   245.648   241.487   0.99943  0.00035383  0.00014211  7.6816e-05           0           0           0           0           0  -15.7327   27.2704   2127.26   2118.22
 546   3.42071   244.635   240.467   0.99944  0.00035384  0.00012991  7.6817e-05           0           0           0           0           0  -15.7306   27.2564   2127.44   2118.56
 547   3.37365   243.624   239.451   0.99945  0.00035384  0.00011867  7.6818e-05           0           0           0           0           0  -15.7286   27.2423    2127.6   2118.88
 548   3.32724   242.616   238.439   0.99946  0.00035385  0.00010834  7.6818e-05           0           0           0           0           0  -15.7268    27.228   2127.74   2119.18
 549   3.28146   241.609   237.431   0.99947  0.00035385  9.8839e-05  7.6819e-05           0           0           0           0           0  -15.7251   27.2135   2127.88   2119.45
 550   3.23632   240.605   236.426   0.99948  0.00035385  9.0113e-05   7.682e-05           0           0           0           0           0  -15.7235   27.1989   2128.01    2119.7
 551    3.1918   239.603   235.425   0.99949  0.00035385  8.2104e-05   7.682e-05           0           0           0           0           0  -15.7221   27.1841   2128.12   2119.93
 552   3.14789   238.603   234.428   0.99949  0.00035386  7.4759e-05  7.6821e-05           0           0           0           0           0  -15.7208   27.1691   2128.23   2120.14
 553   3.10458   237.606   233.434    0.9995  0.00035386  6.8027e-05  7.6821e-05           0           0           0           0           0  -15.7196    27.154   2128.33   2120.34
 554   3.06187   236.612   232.444   0.99951  0.00035386  6.1862e-05  7.6822e-05           0           0           0           0           0  -15.7185   27.1387   2128.42   2120.51
 555   3.01975    235.62   231.458   0.99951  0.00035386  5.6221e-05  7.6822e-05           0           0           0           0           0  -15.7175   27.1233    2128.5   2120.68
 556   2.97821   234.631   230.475   0.99952  0.00035387  5.1062e-05  7.6823e-05           0           0           0           0           0  -15.7166   27.1077   2128.57   2120.83
 557   2.93723   233.645   229.496   0.99952  0.00035387  4.6347e-05  7.6823e-05           0           0           0           0           0  -15.7158   27.0919   2128.64   2120.97
 558   2.89683   232.662    228.52   0.99953  0.00035387  4.2041e-05  7.6823e-05           0           0           0           0           0   -15.715    27.076   2128.71   2121.09
 559   2.85697   231.681   227.548   0.99953  0.00035387  3.8111e-05  7.6824e-05           0           0           0           0           0  -15.7143   27.0599   2128.77   2121.21
 560   2.81767   230.704   226.579   0.99953  0.00035387  3.4527e-05  7.6824e-05           0           0           0           0           0  -15.7137   27.0437   2128.82   2121.31
 561   2.77891   229.729   225.614   0.99954  0.00035387  3.1261e-05  7.6824e-05           0           0           0           0           0  -15.7131   27.0273   2128.87   2121.41
 562   2.74068   228.758   224.652   0.99954  0.00035387  2.8286e-05  7.6824e-05           0           0           0           0           0  -15.7125   27.0108   2128.92   2121.49
 563   2.70297   227.789   223.694   0.99954  0.00035387  2.5579e-05  7.6825e-05           0           0           0           0           0  -15.7121   26.9941   2128.96   2121.57
 564   2.66579   226.823    222.74   0.99955  0.00035388  2.3116e-05  7.6825e-05           0           0           0           0           0  -15.7116   26.9772   2128.99   2121.65
 565   2.62911   225.861   221.788   0.99955  0.00035388  2.0877e-05  7.6825e-05           0           0           0           0           0  -15.7112   26.9602   2129.03   2121.71
 566   2.59294   224.902   220.841   0.99955  0.00035388  1.8844e-05  7.6825e-05           0           0           0           0           0  -15.7108    26.943   2129.06   2121.77
 567   2.55727   223.946   219.896   0.99955  0.00035388  1.6998e-05  7.6825e-05           0           0           0           0           0  -15.7105   26.9257   2129.09   2121.83
 568   2.52209   222.993   218.955   0.99955  0.00035388  1.5323e-05  7.6825e-05           0           0           0           0           0  -15.7102   26.9082   2129.11   2121.88
