# Atmospheric vertical profile: 800 17
 IDX       PRE       TEM       TED       DRY         NH3         H2O         H2S      NH3(l)      NH3(s)      H2O(l)      H2O(s)    NH4SH(s)   ENTROPY       CPT     THETA    THETAV
 754   0.19176   93.3579   91.0652   0.99992  1.1599e-10  3.3508e-21  7.6854e-05           0           0           0           0           0  -15.6396   22.0303   2134.78   2132.53
 755  0.189122   92.8708   90.5886   0.99992  9.4191e-11  2.3944e-21  7.6854e-05           0           0           0           0           0  -15.6396   22.0075   2134.78   2132.53
 756   0.18652   92.3858   90.1141   0.99992  7.6376e-11  1.7072e-21  7.6854e-05           0           0           0           0           0  -15.6396    21.985   2134.78   2132.53
 757  0.183954   91.9028   89.6416   0.99992  6.1841e-11  1.2145e-21  7.6854e-05           0           0           0           0           0  -15.6396   21.9627   2134.78   2132.53
 758  0.181424   91.4219   89.1711   0.99992  4.9999e-11  8.6211e-22  7.6854e-05           0           0           0           0           0  -15.6396   21.9406   2134.78   2132.53
 759  0.178928    90.943   88.7027   0.99992  4.0365e-11  6.1057e-22  7.6854e-05           0           0           0           0           0  -15.6396   21.9187   2134.78   2132.53
 760  0.176466   90.4661   88.2363   0.99992  3.2539e-11  4.3145e-22  7.6854e-05           0           0           0           0           0  -15.6396   21.8971   2134.78   2132.53
 761  0.174039   89.9913   87.7719   0.99992  2.6192e-11  3.0418e-22  7.6854e-05           0           0           0           0           0  -15.6396   21.8758   2134.78   2132.53
 762  0.171644   89.5185   87.3095   0.99992  2.1051e-11  2.1396e-22  7.6854e-05           0           0           0           0           0  -15.6396   21.8546   2134.78   2132.53
 763  0.169283   89.0477   86.8491   0.99992  1.6894e-11  1.5016e-22  7.6854e-05           0           0           0           0           0  -15.6396   21.8338   2134.78   2132.53
 764  0.166954    88.579   86.3908   0.99992  1.3537e-11  1.0514e-22  7.6854e-05           0           0           0           0           0  -15.6396   21.8131   2134.78   2132.53
 765  0.164657   88.1123   85.9345   0.99992  1.0831e-11  7.3443e-23  7.6854e-05           0           0           0           0           0  -15.6396   21.7928   2134.78   2132.53
 766  0.162392   87.6476   85.4802   0.99992  8.6525e-12  5.1184e-23  7.6854e-05           0           0           0           0           0  -15.6396   21.7726   2134.78   2132.53
 767  0.160158    87.185   85.0279   0.99992  6.9016e-12  3.5587e-23  7.6854e-05           0           0           0           0           0  -15.6396   21.7527   2134.78   2132.53
 768  0.157955   86.7244   84.5776   0.99992  5.4965e-12  2.4685e-23  7.6854e-05           0           0           0           0           0  -15.6396   21.7331   2134.78   2132.53
 769  0.155782   86.2658   84.1293   0.99992  4.3707e-12  1.7082e-23  7.6854e-05           0           0           0           0           0  -15.6396   21.7137   2134.78   2132.53
 770  0.153639   85.8092    83.683   0.99992  3.4701e-12  1.1792e-23  7.6854e-05           0           0           0           0           0  -15.6396   21.6946   2134.78   2132.53
 771  0.151525   85.3547   83.2388   0.99992  2.7507e-12  8.1213e-24  7.6854e-05           0           0           0           0           0  -15.6396   21.6757   2134.78   2132.53
 772   0.14944   84.9021   82.7965   0.99992   2.177e-12  5.5796e-24  7.6854e-05           0           0           0           0           0  -15.6396   21.6571   2134.78   2132.53
 773  0.147385   84.4516   82.3563   0.99992  1.7203e-12  3.8241e-24  7.6854e-05           0           0           0           0           0  -15.6396   21.6387   2134.78   2132.53
 774  0.145357   84.0031    81.918   0.99992  1.3572e-12  2.6145e-24  7.6854e-05           0           0           0           0           0  -15.6396   21.6206   2134.78   2132.53
 775  0.143357   83.5566   81.4817   0.99992   1.069e-12  1.7832e-24  7.6854e-05           0           0           0           0           0  -15.6396   21.6027   2134.78   2132.53
 776  0.141385   83.1121   81.0475   0.99992  8.4066e-13  1.2132e-24  7.6854e-05           0           0           0           0           0  -15.6396   21.5851   2134.78   2132.53
 777   0.13944   82.6696   80.6152   0.99992  6.6002e-13  8.2335e-25  7.6854e-05           0           0           0           0           0  -15.6396   21.5678   2134.78   2132.53
 778  0.137522   82.2291   80.1849   0.99992  5.1736e-13  5.5739e-25  7.6854e-05           0           0           0           0           0  -15.6396   21.5507   2134.78   2132.53
 779   0.13563   81.7907   79.7566   0.99992  4.0487e-13   3.764e-25  7.6854e-05           0           0           0           0           0  -15.6396   21.5338   2134.78   2132.53
 780  0.133764   81.3542   79.3302   0.99992  3.1632e-13  2.5354e-25  7.6854e-05           0           0           0           0           0  -15.6396   21.5172   2134.78   2132.53
 781  0.131924   80.9197   78.9059   0.99992  2.4673e-13  1.7036e-25  7.6854e-05           0           0           0           0           0  -15.6396   21.5009   2134.78   2132.53
 782  0.130109   80.4872   78.4835   0.99992  1.9213e-13  1.1417e-25  7.6854e-05           0           0           0           0           0  -15.6396   21.4848   2134.78   2132.53
 783  0.128319   80.0568   78.0631   0.99992  1.4936e-13  7.6323e-26  7.6854e-05           0           0           0           0           0  -15.6396   21.4689   2134.78   2132.53
 784  0.126554   79.6283   77.6447   0.99992  1.1592e-13  5.0891e-26  7.6854e-05           0           0           0           0           0  -15.6396   21.4534   2134.78   2132.53
 785  0.124813   79.2017   77.2282   0.99992  8.9815e-14  3.3845e-26  7.6854e-05           0           0           0           0           0  -15.6396    21.438   2134.78   2132.53
 786  0.123095   78.7772   76.8137   0.99992   6.947e-14  2.2451e-26  7.6854e-05           0           0           0           0           0  -15.6396    21.423   2134.78   2132.53
 787  0.121402   78.3547   76.4012   0.99992  5.3643e-14  1.4854e-26  7.6854e-05           0           0           0           0           0  -15.6396   21.4081   2134.78   2132.53
 788  0.119732   77.9341   75.9906   0.99992  4.1351e-14  9.8023e-27  7.6854e-05           0           0           0           0           0  -15.6396   21.3935   2134.78   2132.53
 789  0.118085   77.5155    75.582   0.99992   3.182e-14  6.4515e-27  7.6854e-05           0           0           0           0           0  -15.6396   21.3792   2134.78   2132.53
 790   0.11646   77.0989   75.1753   0.99992  2.4444e-14   4.235e-27  7.6854e-05           0           0           0           0           0  -15.6396   21.3651   2134.78   2132.53
 791  0.114858   76.6842   74.7706   0.99992  1.8745e-14  2.7726e-27  7.6854e-05           0           0           0           0           0  -15.6396   21.3513   2134.78   2132.53
 792  0.113278   76.2716   74.3678   0.99992   1.435e-14  1.8104e-27  7.6854e-05           0           0           0           0           0  -15.6396   21.3377   2134.78   2132.53
 793   0.11172   75.8608    73.967   0.99992  1.0966e-14  1.1789e-27  7.6854e-05           0           0           0           0           0  -15.6396   21.3243   2134.78   2132.53
 794  0.110183   75.4521    73.568   0.99992  8.3656e-15  7.6567e-28  7.6854e-05           0           0           0           0           0  -15.6396   21.3112   2134.78   2132.53
 795  0.108667   75.0453   73.1711   0.99992  6.3703e-15  4.9593e-28  7.6854e-05           0           0           0           0           0  -15.6396   21.2984   2134.78   2132.53
 796  0.107172   74.6404    72.776   0.99992  4.8424e-15  3.2034e-28  7.6854e-05           0           0           0           0           0  -15.6396   21.2857   2134.78   2132.53
 797  0.105697   74.2375   72.3829   0.99992  3.6743e-15  2.0636e-28  7.6854e-05           0           0           0           0           0  -15.6396   21.2733   2134.78   2132.53
 798  0.104243   73.8365   71.9917   0.99992   2.783e-15  1.3257e-28  7.6854e-05           0           0           0           0           0  -15.6396   21.2612   2134.78   2132.53
 799  0.102809   73.4375   71.6024   0.99992  2.1041e-15  8.4933e-29  7.6854e-05           0           0           0           0           0  -15.6396   21.2493   2134.78   2132.53
 800  0.101395   73.0404    71.215   0.99992   1.588e-15  5.4263e-29  7.6854e-05           0           0           0           0           0  -15.6396   21.2376   2134.78   2132.53
